id,match,num,home_p1,home_p2,away_p1,away_p2,home_g1_score,away_g1_score,home_g2_score,away_g2_score,home_g3_score,away_g3_score,
449,244,8,6,10,339,340,21,14,21,10,0,0
450,244,9,4,11,337,338,21,13,21,14,0,0
451,296,1,71,61,217,216,16,21,21,11,18,21
452,296,2,62,69,311,213,21,15,13,21,21,17
453,296,3,56,59,215,210,21,19,16,21,13,21
454,296,4,62,69,217,216,14,21,21,14,18,21
455,296,5,56,59,311,213,21,11,15,21,10,21
456,296,6,71,61,215,210,18,21,16,21,0,0
457,296,7,56,59,217,216,21,19,21,15,0,0
458,296,8,71,61,311,213,21,15,17,21,21,15
459,296,9,62,69,215,210,22,20,10,21,17,21
460,259,1,193,160,345,346,25,27,21,16,10,21
461,259,2,324,204,347,348,11,21,14,21,0,0
462,259,3,182,161,349,352,20,22,19,21,0,0
463,259,4,324,204,345,346,21,11,6,21,22,20
464,259,5,182,161,347,348,5,21,11,21,0,0
465,259,6,193,160,349,352,21,16,21,17,0,0
466,259,7,182,161,345,346,11,21,12,21,0,0
467,259,8,193,160,347,348,14,21,13,21,0,0
468,259,9,324,204,349,352,22,20,21,14,0,0
469,269,1,517,338,327,330,21,15,21,17,0,0
470,269,2,339,340,326,329,21,17,21,11,0,0
471,269,3,334,336,328,342,21,11,21,18,0,0
472,269,4,339,340,327,330,21,14,17,21,21,14
473,269,5,334,336,326,329,12,21,21,17,21,18
474,269,6,517,338,328,342,21,13,21,11,0,0
475,269,7,334,336,327,330,21,10,21,17,0,0
476,269,8,517,338,326,329,21,15,21,14,0,0
477,269,9,339,340,328,342,21,12,21,9,0,0
478,271,1,517,336,148,100,16,21,21,13,21,16
479,271,2,339,340,153,98,21,18,11,21,24,26
480,271,3,518,338,157,140,23,21,21,8,0,0
481,271,4,339,340,148,100,21,16,16,21,21,17
482,271,5,518,338,153,98,21,15,14,21,26,24
483,271,6,517,336,157,140,21,11,21,16,0,0
484,271,7,518,338,148,100,21,11,21,13,0,0
485,271,8,517,336,153,98,18,21,23,21,11,21
486,271,9,339,340,157,140,21,17,19,21,13,21
487,272,1,385,338,245,248,19,21,12,21,0,0
488,272,2,339,340,240,229,10,21,19,21,0,0
489,272,3,334,336,244,233,21,23,11,21,0,0
490,272,4,339,340,245,248,21,19,21,14,0,0
491,272,5,334,336,240,229,6,21,21,23,0,0
492,272,6,385,338,244,233,18,21,21,18,17,21
493,272,7,334,336,245,248,21,16,11,21,21,17
494,272,8,385,338,240,229,21,19,21,15,0,0
495,272,9,339,340,244,233,19,21,17,21,0,0
496,282,1,347,348,193,161,21,15,21,10,0,0
497,282,2,349,346,182,160,19,21,21,13,25,27
498,282,3,345,351,174,192,21,13,21,13,0,0
499,282,4,349,346,193,161,21,19,22,20,0,0
500,282,5,345,351,182,160,21,10,21,12,0,0
501,282,6,347,348,174,192,21,12,21,6,0,0
502,282,7,345,351,193,161,21,12,22,20,0,0
503,282,8,347,348,182,160,21,12,21,13,0,0
504,282,9,349,346,174,192,20,22,11,21,0,0
505,287,1,47,38,327,366,21,19,19,21,21,13
506,287,2,49,45,326,329,15,21,15,21,0,0
507,287,3,54,53,328,372,19,21,21,17,21,19
508,287,4,49,45,327,366,21,14,15,21,22,20
509,287,5,54,53,326,329,12,21,12,21,0,0
510,287,6,47,38,328,372,22,20,21,9,0,0
511,287,7,54,53,327,366,20,22,21,1,21,1
512,287,8,47,38,326,329,17,21,16,21,0,0
513,287,9,49,45,328,372,21,17,24,22,0,0
514,291,1,49,39,240,229,13,21,9,21,0,0
515,291,2,47,38,242,248,14,21,19,21,0,0
516,291,3,50,43,244,233,12,21,15,21,0,0
517,291,4,47,38,240,229,14,21,18,21,0,0
518,291,5,50,43,242,248,15,21,21,18,18,21
519,291,6,49,39,244,233,15,21,17,21,0,0
520,291,7,50,43,240,229,11,21,15,21,0,0
521,291,8,49,39,242,248,21,19,21,17,0,0
522,291,9,47,38,244,233,15,21,16,21,0,0
523,277,1,240,229,193,161,18,21,21,18,21,10
524,277,2,245,333,182,160,21,15,21,10,0,0
525,277,3,244,233,174,192,21,18,21,9,0,0
526,277,4,245,333,193,161,21,23,21,17,23,21
527,277,5,244,233,182,160,14,21,23,21,17,21
528,277,6,240,229,174,192,23,21,17,21,21,13
529,277,7,244,233,193,161,21,14,21,14,0,0
530,277,8,240,229,182,160,21,14,21,18,0,0
531,277,9,245,333,174,192,21,9,18,21,21,15
532,274,1,339,340,47,38,21,14,17,21,21,19
533,274,2,385,338,49,39,21,10,21,18,0,0
534,274,3,334,336,41,45,21,12,21,6,0,0
535,274,4,385,338,47,38,18,21,21,19,21,12
