id|division|venue|dt|home_team|away_team|courts|home_authorised|away_authorised|home_captain|away_captain|played|home_rubbers|away_rubbers|drawn_rubbers|home_games|away_games|home_points|away_points|home_attendence|away_attendence|home_PTS|away_PTS|status|confirmed|key|submitted_by|submitted_dt|confirmed_by|confirmed_dt|
117|3|9|16.11.2009 19:00:00|14|12|2|||||0|0|0|0|0|0|0|0|0|0|0|0|0|||8|||
118|3|7|26.01.2010 20:00:00|12|14|2|||||12|6|1|1|13|3|324|224|4|4|3|1|0|||4|||
119|3|7|16.02.2010 20:00:00|12|15|2|||||12|7|0|1|15|1|334|217|4|4|3|1|0|||4|||
120|5|6|30.04.2010 20:00:00|23|22|2|||||23|9|0|0|27|0|567|0|0|0|3|0|-1|||9|||
121|5|9|12.10.2009 19:00:00|22|23|2|||||23|2|7|0|4|15|319|390|6|6|1|3|0|||8|||
122|5|6|12.03.2010 20:00:00|23|25|2|||||23|9|0|0|18|1|402|275|6|6|3|1|0|||9|||
123|5|9|04.03.2010 20:00:00|25|23|2|||||23|3|6|0|7|13|318|371|6|6|1|3|0|||11|||
124|5|6|30.09.2009 20:00:00|23|26|2|||||23|6|3|0|14|9|419|417|6|6|3|1|0|||9|||
125|5|2|13.04.2010 19:30:00|26|23|2|||||23|3|6|0|7|14|392|421|6|6|1|3|0|||13|||
126|3|6|24.03.2010 20:00:00|15|14|2|||||15|8|0|0|16|0|336|0|0|0|3|0|-1|||9|||
127|3|9|14.12.2009 19:00:00|14|15|2|||||15|0|5|3|3|13|248|317|4|4|1|3|0|||8|||
128|4|4|12.04.2010 20:00:00|20|21|2|||||21|4|5|0|10|12|389|411|6|6|1|3|0|||7|||
129|3|4|18.03.2010 20:30:00|13|15|2|||||13|5|2|1|11|5|289|258|4|4|3|1|0|||7|||
130|3|4|04.03.2010 20:30:00|13|12|2|||||13|3|1|4|10|6|308|283|4|4|3|1|0|||7|||
132|4|4|17.05.2010 20:00:00|20|19|2|||||19|1|8|0|5|16|351|435|6|6|1|3|0|||7|||
133|1|2|20.10.2009 19:30:00|7|2|2|||||7|7|0|1|15|1|328|222|4|4|3|1|0|||13|||
134|4|8|08.11.2009 10:00:00|17|21|2|||||21|4|5|0|10|11|375|403|6|6|1|3|0|||1|||
135|5|2|22.12.2009 19:30:00|26|22|2|||||26|7|2|0|15|6|409|346|6|6|3|1|0|||13|||
136|5|9|04.01.2010 19:00:00|22|26|3|||||26|2|7|0|5|14|276|388|6|6|1|3|0|||8|||
137|4|2|12.01.2010 19:30:00|21|17|2|||||21|8|1|0|17|4|439|366|6|6|3|1|0|||13|||
138|5|2|26.01.2010 19:30:00|26|25|2|||||26|7|2|0|16|5|417|324|6|6|3|1|0|||13|||
139|5|9|06.05.2010 20:00:00|25|22|2|||||25|5|4|0|10|11|373|388|6|6|3|1|0|||11|||
140|5|9|22.04.2010 20:00:00|25|26|2|||||25|6|3|0|12|6|339|295|6|6|3|1|0|||11|||
141|5|9|09.11.2009 19:00:00|22|25|2|||||25|1|8|0|3|16|286|393|6|6|1|3|0|||8|||
142|1|9|02.11.2009 19:00:00|4|2|2|||||2|1|7|0|2|14|219|325|4|4|1|3|0|||8|||
143|3|4|18.02.2010 20:30:00|13|14|2|||||13|8|0|0|16|0|336|0|0|0|3|0|-1|||7|||
144|1|9|01.03.2010 19:00:00|4|7|2|||||7|1|7|0|2|14|280|329|4|4|1|3|0|||8|||
145|1|2|20.04.2010 19:30:00|7|4|2|||||7|5|0|3|13|3|318|228|4|4|3|1|0|||13|||
146|1|11|05.03.2010 19:30:00|2|4|2|||||2|8|0|0|16|0|336|0|0|0|3|0|-1|||6|||
147|1|5|19.03.2010 20:00:00|2|7|2|||||7|1|5|2|4|12|250|282|4|4|1|3|0|||6|||
148|9|4|11.10.2010 20:30:00|41|42|2|||||42|1|8|0|5|17|334|452|6|6|1|3|0|||7|||
149|9|4|04.11.2010 20:30:00|41|43|2|||||43|0|9|0|2|18|276|413|6|6|1|3|0|||7|||
150|9|8|14.11.2010 10:00:00|40|41|2|||||40|8|1|0|17|2|392|280|6|6|3|1|0|||1|||
152|9|2|04.01.2011 19:30:00|43|41|2|||||43|9|0|0|18|0|378|212|6|6|3|1|0|||13|||
153|9|4|13.01.2011 20:30:00|41|40|2|||||40|0|9|0|4|18|313|451|6|6|1|3|0|||7|||
154|7|2|15.02.2011 19:30:00|35|33|2|||||33|1|6|1|3|13|242|335|4|4|1|3|0|||13|||
